Gene	baseMean	log2FoldChange	lfcSE	pvalue	padj	threshold
HLA-DRB5	22.24513174089545	0.3318332080208381	0.1996305790904067	0.0019640170891103	0.0729729166348334	False
SNX30	9.923125985959746	0.3156599810493801	0.1638842777682227	0.0013182503240336	0.0674836822597034	False
HSBP1	8.423344974296255	0.3140189803647033	0.195794559429976	0.0022218950371627	0.0771231461583601	False
SLA	11.411491936217008	0.2971560616373171	0.2457133321479235	0.0033954770123011	0.0995252039827835	False
SF3A3	10.629303607734776	0.2879271234244478	0.1673855938299309	0.00182248862968	0.069677173986899	False
IREB2	13.741710277543978	0.2745309824683807	0.1480153869143176	0.0014529747871232	0.0684454908648419	False
DYNC1LI2	14.761088019982957	0.2699905412529568	0.1523057497806013	0.0016625251041954	0.0689222143621172	False
PFKFB3	29.718597792913197	0.2694160447355819	0.1222035224864214	0.0007267853343743637	0.0491605054379377	True
PLEKHA2	18.026583412178844	0.2578428335850249	0.1226215196152653	0.0009068785271845864	0.055635943132859	False
CXCL16	13.91522513581975	0.2349740158558813	0.2537801233417679	0.0041381325562948	0.111391772280671	False
RIT1	18.660470803988737	0.2320322927275215	0.1404351568601486	0.0019959976183606	0.0731145898686337	False
AGFG1	35.29711671615202	0.2319147269015517	0.1872642913727495	0.0032928114039763	0.0995252039827835	False
RASSF2	24.07358885076625	0.2233656134852532	0.1114436393476808	0.0010986941193769	0.0629858254736786	False
RAPGEF1	27.265533768857807	0.2173086093253828	0.1012048084639853	0.0008242840673240884	0.0543615342400236	False
NUP98	18.17398749698297	0.2092091091218763	0.2224671834377972	0.0041130085399234	0.111391772280671	False
ATP2A2	21.58877035252424	0.208668214620696	0.1175417558315821	0.0016466862645946	0.0689222143621172	False
ELF4	15.322855483921083	0.2024880673650452	0.1734631383634397	0.0035009606105393	0.1014893856110184	False
PICALM	19.88549962264647	0.190858100165536	0.1317878569162377	0.0026404124607191	0.0893001034791922	False
ZDHHC7	19.15854531348963	0.1865458886062038	0.1527179259017496	0.0033339068220718	0.0995252039827835	False
MAP3K2	27.66906823050783	0.1803987207806417	0.1360666897372884	0.0029974543765194	0.0977913638750733	False
ZDHHC20	18.19340082787839	0.1764371600012662	0.171656424635065	0.0039114784917091	0.1086155816960927	False
FURIN	25.967085907658277	0.1740893671877273	0.1450142243059997	0.0033885128173439	0.0995252039827835	False
MACROH2A1	38.695450319856505	0.1687394395317809	0.0813556574766015	0.0009505531666311618	0.0569899830357501	False
ASAH1	27.712089296023635	0.1591175320105565	0.1291447362549357	0.0033568220595446	0.0995252039827835	False
PIK3R1	31.65520846227624	0.1555890658284948	0.1491978841301872	0.0037865266901234	0.1062644405164418	False
APLP2	47.61943595575464	0.152761715759479	0.0870250466538769	0.0016960620623989	0.0689222143621172	False
CDK13	8.698703929688204	0.0007809224274769061	0.0015781783684962	0.6008920387517733	0.881697842501867	False
RPL30	86.66648419600762	0.00028265121001685306	0.0014562402361887	0.5147189214615834	0.8442532191400139	False
RPL34	66.58036797694982	0.00017974446819675217	0.0014477872549432	0.8276019458020123	0.9546062130113976	False
CLTC	17.50854928930016	0.00017862148945088876	0.0014481426771781	0.1686724857367731	0.6213558664462262	False
MED4	8.067628035534126	0.00016076253948506372	0.0014471506248336	0.7475862806416174	0.0	False
LEMD3	8.104744567975692	0.0001543435856559284	0.001446792539912	0.8162819162964395	0.0	False
STAT4	8.437399288902483	0.00015352902488606414	0.0014467471512299	0.6023197203416122	0.881697842501867	False
NUDT1	2.837993143335581	0.00013553209883297935	0.0014458791841708	0.464685621112702	0.0	False
RPL5	90.47183635939716	0.00012564454241860944	0.0014447082587835	0.4226001880855229	0.79858115771462	False
FTH1	140.68999758675608	0.00011868486222912796	0.0014439750995317	0.2520617322454905	0.6833058916047616	False
ATP1A1	22.03521031694737	0.0001113435228944734	0.0014446583818177	0.9917875624023762	0.9986181056644632	False
RPL7A	82.5157817779794	0.0001069577277434341	0.0014439533473328	0.8906091478243584	0.9686955541135124	False
BNIP2	24.686653486826287	0.00010085443293458344	0.0014442414952491	0.7554941865740632	0.9354689794769526	False
RPL35A	55.63916622043714	9.580279063963884e-05	0.001443818259199	0.4732315643628955	0.8283907543392954	False
RAD23B	16.859162153856474	9.188127703793609e-05	0.0014440136310713	0.7414363198964133	0.93188392987511	False
TPM3	42.92357163687765	8.285204553094208e-05	0.0014435169065047	0.6792733404421147	0.907200540797004	False
MPRIP	12.706263608568571	7.478828699851964e-05	0.0014435566441189	0.1483608483254369	0.5966795852593695	False
PTEN	12.09222534463493	7.298620561087771e-05	0.0014435118495597	0.2667539970605259	0.6932980425334783	False
EME2	4.915671678263372	7.205029032281869e-05	0.0014435529572061	0.667086620016703	0.0	False
RPL39	69.28801628494537	7.166184476202259e-05	0.00144300461472	0.8935179803626327	0.9692453814195494	False
LYPLA1	6.658742522021688	7.130876935594617e-05	0.0014435162870242	0.7534158499735102	0.0	False
DAZAP2	58.09339093929911	6.89242643075919e-05	0.0014430080213105	0.3682479980067261	0.7696985129738159	False
PCNT	6.565292248568552	6.848644733531599e-05	0.0014434487091747	0.5737437302548144	0.0	False
MT-CO3	178.85799691409937	6.769968468450358e-05	0.0014419267842615	0.8833113709535415	0.9649898574988508	False
TGFB1	31.18138764168379	6.644533192947011e-05	0.0014432180929028	0.4263392122287768	0.8004860084409348	False
ANKRD17	6.00883244976982	6.481868110295586e-05	0.0014433688056213	0.3402233758093186	0.0	False
EIF1	116.20338849588109	6.36446078920301e-05	0.0014426227423683	0.6673269648366775	0.9037004790755416	False
PHAF1	5.619908976738616	6.224200655334915e-05	0.0014433149304632	0.5763040299267648	0.0	False
YBX1	48.15117319860951	6.20501741386969e-05	0.001442942020435	0.9209037494245204	0.9769725092678389	False
LAPTM5	119.13787154764135	6.131603346663232e-05	0.0014425019212998	0.013011054166376	0.2037421635907096	False
RPS18	107.0721070165554	6.128043371813237e-05	0.0014426057480353	0.1384721895456099	0.5888563258115593	False
ZC3H11A	21.71699758427216	6.10100536174874e-05	0.0014431496374351	0.8238366286404085	0.9520018011104392	False
DHX15	30.74579071819393	5.995874521319817e-05	0.001443117803035	0.1315349627590874	0.5841569558223445	False
ERLIN2	7.956752880398942	5.988723664068926e-05	0.0014432480023655	0.4272215874251889	0.0	False
CTDSP2	17.990199565204914	5.97104566290995e-05	0.0014431569200254	0.1494480823171807	0.5966795852593695	False
FAM78A	8.383972424900323	5.749379789845001e-05	0.0014431959816407	0.7667539349081639	0.9386015623140224	False
NOTCH2	16.785654304044442	5.6480108950646303e-05	0.0014431287823257	0.1689063793611707	0.6213558664462262	False
FBH1	5.026849748065102	5.633052314141513e-05	0.0014432014767965	0.5199225586198266	0.0	False
PPP1R18	16.733741393481576	5.628707854643406e-05	0.0014431087107609	0.8771707288379622	0.9637552614221342	False
MT-ATP6	155.09922198461354	5.397357510677918e-05	0.0014418373787575	0.1732306297984766	0.6268620046754202	False
UHMK1	23.88359163060546	5.374692275344615e-05	0.0014430192694664	0.1131468893467363	0.5538557501717517	False
ADAR	33.71628922682201	5.340318928319021e-05	0.0014429937490204	0.0793800204732681	0.4849541190848169	False
SYNGAP1	5.212228153816079	5.046776159235704e-05	0.0014430911544509	0.4687900693826027	0.0	False
FBXO34	5.359879767068696	4.995593209064924e-05	0.0014430780153703	0.3773655868355083	0.0	False
MT-ND2	169.36176892800464	4.832047045795501e-05	0.0014416367023567	0.5918862090605909	0.8791062713691119	False
ACTR2	23.739441931113653	4.7755986818008906e-05	0.0014429909458005	0.2191292211501826	0.659072136772743	False
GAPDH	77.89438485325721	4.7562063467886345e-05	0.001442666605463	0.0063816192380179	0.1391298475197623	False
IST1	29.822031949950592	4.744170919407373e-05	0.0014428485682506	0.0997866339655101	0.5233342751511249	False
MAPK1IP1L	15.711428343978667	4.7139012069194064e-05	0.0014429446796926	0.2686616724023005	0.6938856428898965	False
RFTN1	6.843362866687191	4.635207084280932e-05	0.00144300482462	0.743035406784099	0.0	False
BZW1	40.87862617319168	4.620573004032113e-05	0.0014427238743772	0.0032756637007938	0.0995252039827835	False
NPM1	44.30608010844497	4.501764358327251e-05	0.0014426816067433	0.1236960402347235	0.5684435809242407	False
gene_5	7.421973486551023	4.414911971513435e-05	0.0014429708766155	0.6234482788830961	0.0	False
RGPD5	9.829786823350734	4.407696580804728e-05	0.0014429514015372	0.7637744004185	0.9386015623140224	False
FTL	126.24852658148076	4.406178721463947e-05	0.0014421242849028	0.0996031400159562	0.5233342751511249	False
NUFIP2	24.423379626303152	4.388342763237292e-05	0.0014428317457056	0.1118198822563569	0.5525116029350594	False
GPR107	8.049328243524842	4.3795957291406975e-05	0.0014429565480781	0.5195522700301567	0.0	False
TSPAN14	16.489544763895893	4.360400154352254e-05	0.0014428881603826	0.0845711412347336	0.4903267485213788	False
PTP4A2	43.60495705388543	4.331511180825517e-05	0.0014426749087437	0.0060768366714317	0.1364225984560037	False
SSBP2	4.080689902852383	4.2566810505082177e-05	0.0014429732898394	0.9007345198146726	0.0	False
VPS29	7.345049460886359	4.210184950255321e-05	0.0014429357719663	0.826733683256608	0.0	False
TGFBRAP1	6.51004218866991	4.1865147201831e-05	0.0014429386601475	0.5409276496841042	0.0	False
BIRC6	13.149554604022944	4.184442564242088e-05	0.0014428821630606	0.3026120810771744	0.7315955257918049	False
SMG1	33.904240871835135	4.145114668595069e-05	0.0014427396949629	0.8523137334536927	0.9578069064868808	False
SETX	14.337776632807676	4.054242814813439e-05	0.0014428549678873	0.122200223343354	0.5684435809242407	False
TIAL1	13.519635718386818	3.955289854446601e-05	0.0014428463491943	0.3665419212027212	0.7696985129738159	False
RPLP1	81.94380420683086	3.8679879493479394e-05	0.0014422964501162	0.9974194953271426	0.9989341794506464	False
RPLP0	82.38203394952771	3.867228815048144e-05	0.0014423131684298	0.0544911605932696	0.4008615906998587	False
RPL10	125.26450667887688	3.844776166421454e-05	0.0014418637065989	0.9445230299320648	0.9863677064944064	False
MOB1A	34.47614737861385	3.804634087353684e-05	0.0014426462346327	0.7380039471154756	0.9306187440203748	False
PRKAG2	7.142139735252994	3.77910389372307e-05	0.0014428779286115	0.4590865250029403	0.0	False
RPL11	96.2976961687444	3.772950586460498e-05	0.0014420923862057	0.8602576345686539	0.9597552077287936	False
DGAT1	5.268294401301168	3.764637595703613e-05	0.0014428940860727	0.3742257046945728	0.0	False
PBX2	9.96103893241687	3.751980453953255e-05	0.0014428529287698	0.4300623349281466	0.802457469300438	False
IL10RA	40.95705823129417	3.734318169991409e-05	0.0014425919794748	0.0103820037558051	0.179004744495516	False
KIFC3	2.893860430157244	3.733016652593877e-05	0.0014429120626004	0.8607496746784218	0.0	False
YWHAH	6.8073675413354255	3.72429663214294e-05	0.0014428742580777	0.6028033261905871	0.0	False
SLC25A37	12.021962275815966	3.7204289309873264e-05	0.0014428450608863	0.1295952237102919	0.579444407030085	False
G6PC3	2.893684664978087	3.7045200748320015e-05	0.0014429083850764	0.8607900061265986	0.0	False
PRNP	25.61683069994334	3.693142327054217e-05	0.0014427411809598	0.3055719512486638	0.7356288195268141	False
TMEM167A	16.17299714146872	3.635646342537614e-05	0.0014427820769276	0.1775216619415535	0.6329389152729015	False
MGRN1	6.751945226701092	3.603079996734752e-05	0.0014428581638032	0.5665347226442843	0.0	False
RINT1	5.990341224012463	3.596576433686267e-05	0.0014428639343188	0.3135456562411767	0.0	False
RAC1	17.66034127249922	3.587850367259781e-05	0.0014427685246839	0.6965663318431063	0.9131389583402716	False
CMTM6	29.00850106949999	3.5398642526064454e-05	0.001442663439592	0.008112257736446	0.157353940505476	False
POLR2B	13.834285774451969	3.527374233437789e-05	0.0014427910176726	0.2525224420995399	0.6833058916047616	False
ITM2A	7.474400428622354	3.520309437054666e-05	0.0014428433819244	0.783681589248292	0.0	False
THEMIS2	26.56482224947222	3.516364941821494e-05	0.0014427120641975	0.077467551473602	0.4797169032567187	False
PLSCR1	6.0661870435041525	3.512905537490258e-05	0.0014428536156485	0.3154828705760916	0.0	False
NOMO2	6.34394347819819	3.492118199328745e-05	0.0014428511778732	0.1872360570733511	0.0	False
MT-ND3	99.66582256579848	3.4536428778035825e-05	0.0014425258108428	0.0826035221570033	0.4849541190848169	False
OTULIN	12.166690106595368	3.447598623745845e-05	0.001442792074469	0.2654342947609471	0.6932980425334783	False
HIF1AN	6.676307965619513	3.402628103800112e-05	0.0014428357125346	0.334260744840441	0.0	False
TOP1	16.638781626173085	3.293577826625003e-05	0.0014427543062465	0.0230908849393843	0.2636959067969518	False
ARL6IP1	14.726694148910292	3.291333828503096e-05	0.0014427499740144	0.7554777976191276	0.9354689794769526	False
GNA13	54.66329774035446	3.255234480761124e-05	0.0014425792807228	0.0142587185997106	0.2101368696426629	False
CASP8	24.198428323908477	3.2143742082684e-05	0.0014426864666302	0.0052583786669094	0.1291228909907783	False
ASB6	6.677625838759911	3.1785836129234536e-05	0.001442808675925	0.6403256482686404	0.0	False
FEM1C	14.021056753480815	3.166867119497604e-05	0.0014427433486277	0.5856542739396271	0.8749443354715686	False
COPA	12.759203852022184	3.1552273318120725e-05	0.0014427698674146	0.0091610049763839	0.168992779029734	False
TMEM248	6.695958724350188	3.1406544645532014e-05	0.0014428039757748	0.7509951055644656	0.0	False
ERP44	6.677599955336156	3.11993438872688e-05	0.0014428023345571	0.5692681951866078	0.0	False
HLA-DRA	92.0113044615479	3.1171053301840186e-05	0.0014424655461555	0.1908016091633259	0.6388348852389397	False
SERINC1	32.36155225870135	3.093725899891266e-05	0.0014426047631364	0.2020972071309533	0.6462211301957028	False
HLA-E	99.63151403910324	3.075719699256757e-05	0.0014420827924114	0.1938522950338129	0.6388348852389397	False
POLR2C	6.862512221403461	3.075401611053185e-05	0.0014427956963425	0.7794806415458024	0.0	False
NUB1	6.677067776827843	3.070940051231422e-05	0.001442797025179	0.5690452567876816	0.0	False
PLIN3	7.643174924301262	3.0574105738618046e-05	0.0014427889129101	0.8827999771290855	0.0	False
PSAP	128.86495858343596	3.053041694362936e-05	0.0014419780170655	0.2195223906544437	0.659072136772743	False
LPCAT1	7.068101454269423	3.0475207786841456e-05	0.0014427915387021	0.883155336124143	0.0	False
RAB35	7.104616928529556	3.027349334596325e-05	0.0014427891674068	0.586694672857251	0.0	False
SPOCK2	56.91871125781983	3.0256190850068503e-05	0.0014425689334937	0.0319295251561155	0.3062912267703013	False
HMGB1	55.39990974000312	3.023862307967065e-05	0.0014423754802855	0.1022949295248434	0.5272329290532678	False
BTG1	81.62906082073435	3.0189785615524564e-05	0.0014424123834622	0.0905427075104067	0.5071160560773949	False
TSPYL2	30.375696696587088	3.015477496479766e-05	0.0014427405246465	0.1268213041432565	0.5727206391498659	False
SORT1	4.934477968191566	3.0008548875539116e-05	0.0014428067328645	0.989058537800772	0.0	False
PIK3R5	28.770985578780227	2.9953576294892025e-05	0.0014426371751206	0.0113489480494464	0.1871893954129452	False
VPS26B	7.103476428641448	2.993277083898266e-05	0.0014427851758431	0.8801477461826431	0.0	False
TNFRSF1B	27.658583690902265	2.9870876783638457e-05	0.0014426935681301	0.0065640134371843	0.1419333397319048	False
DELE1	7.03007225755002	2.9793271720765284e-05	0.0014427844231898	0.8854345718881241	0.0	False
MBOAT7	6.529597405592103	2.953006176146469e-05	0.0014427867203626	0.3877702169265549	0.0	False
SLBP	8.383469518319055	2.9261064392145285e-05	0.0014427704689944	0.6984361330425893	0.9131389583402716	False
TASOR2	8.234017181740837	2.873982284303548e-05	0.0014427664106447	0.4067149639602398	0.793884150799053	False
YY1	20.103319639371275	2.873799362330149e-05	0.0014426595126793	0.1057242225186687	0.5384179517456528	False
GNB4	6.380808504894677	2.8666567098518057e-05	0.0014427790842003	0.3352179812980209	0.0	False
POLRMT	5.527652855851484	2.860459752767174e-05	0.0014427879335998	0.2416657589150428	0.0	False
RNPC3	6.991303494393034	2.853089148355246e-05	0.001442773034724	0.6634028628227862	0.0	False
FMNL1	48.61773565668342	2.8472682876437696e-05	0.0014424359338755	0.0937703566791389	0.5142748459866288	False
PPP1CB	33.71755689812068	2.8455569990910724e-05	0.0014425750294016	0.0348899182642121	0.3227226813072907	False
RPL14	60.090932084044425	2.8290953287195905e-05	0.0014423107589407	0.3111145673033815	0.7400616245621217	False
EIF4G2	72.26066764698179	2.8211543878197627e-05	0.001442326341899	0.1684098660104149	0.6213558664462262	False
MGAT1	24.656326507610917	2.8188922435526077e-05	0.0014426668465471	0.0082327754570263	0.1585259974863908	False
ZDHHC3	6.658697681355799	2.806040188043772e-05	0.0014427701653079	0.5356158616210257	0.0	False
MYO9B	27.714002716380836	2.8002113927782763e-05	0.0014425947625881	0.031388704630686	0.3044242750579034	False
YME1L1	21.827368140614027	2.7909579076831645e-05	0.0014426441270966	0.6594336519355848	0.8987766326503699	False
TMEM127	16.544974249947153	2.787166813186372e-05	0.0014426901106185	0.0055835317886292	0.1303440489210957	False
XRN2	14.818730757270542	2.778849003755658e-05	0.0014426949427788	0.7770785292068485	0.9404582871500954	False
MED13L	23.88938854932801	2.770765162019852e-05	0.0014426678664254	0.0100259623376749	0.1759133747304585	False
WDR26	37.59171838994277	2.76163424691602e-05	0.0014425292025976	0.0666940921547601	0.4398475377606429	False
PTPRE	26.09900586976216	2.75390734451605e-05	0.0014426781471372	0.0061022997034906	0.1364225984560037	False
ZDHHC17	8.30813593963758	2.744519981506464e-05	0.0014427527607847	0.3551339781950504	0.7695119387365669	False
MDH1	5.972034644776804	2.736717444869072e-05	0.0014427685308141	0.740307082010248	0.0	False
ATG9A	8.438110213622021	2.728827792605667e-05	0.0014427504441949	0.481096210326472	0.831264058586709	False
HNRNPA1	101.55931177177212	2.7225399256713026e-05	0.0014422214397647	0.1473019427949217	0.5966795852593695	False
ADSS2	6.268493926330845	2.7143558272387555e-05	0.0014427651759663	0.336382215777336	0.0	False
TACC1	29.28295873416522	2.713968761593817e-05	0.0014426293816389	0.0213526375708658	0.2556099246160885	False
MCL1	102.92718368318688	2.7022929854672217e-05	0.0014424910146879	0.0802097495134753	0.4849541190848169	False
LMO2	7.104638052364692	2.6988408500975664e-05	0.0014427576465286	0.7313249980147114	0.0	False
GNG2	15.30034486210311	2.697824677537233e-05	0.0014426898515536	0.0052352170115035	0.1291228909907783	False
TGOLN2	34.495517054519105	2.6928389114141923e-05	0.0014425241125654	0.0658020132440233	0.4383477548932664	False
PGS1	6.5856892052659335	2.6876770614068537e-05	0.0014427601166339	0.3581456616302818	0.0	False
LBR	18.344071417183848	2.66596721297262e-05	0.0014426635178621	0.0135944028442147	0.2072949982834592	False
AKAP13	28.85718625949517	2.659389960971229e-05	0.0014425905131354	0.026425803367245	0.28453579299099	False
GNAI2	30.590727725828305	2.630580668886052e-05	0.0014426467569231	0.3297818025136487	0.7502297426783674	False
HIPK2	6.695608819210063	2.630414018595663e-05	0.0014427546414919	0.3592621785889434	0.0	False
VPS13C	11.01708843812347	2.626135157145351e-05	0.0014427245360337	0.4924519925022255	0.8370414666371592	False
TAB2	22.497633115215542	2.621816964958962e-05	0.0014426258011654	0.0224328343546339	0.2606952291961424	False
SRGN	62.96685661884438	2.6207061872925262e-05	0.0014425414335719	0.0481615808564832	0.3892734363007278	False
CBL	6.696349385876196	2.6099850743431985e-05	0.0014427526293678	0.4140081320856136	0.0	False
CD55	16.36010538920117	2.592708239547384e-05	0.001442665296591	0.7390433758467999	0.9310393626952522	False
C6orf62	22.29454149719203	2.5755656702495975e-05	0.0014426208485097	0.0268522090147054	0.2850370135447255	False
NPIPB3	10.869337633010831	2.5750010504872748e-05	0.0014427149806009	0.3352298259180865	0.7519866333094493	False
BCL2L11	15.543052747512691	2.571064606645557e-05	0.0014426783560034	0.0077282687182208	0.153287014125312	False
SRC	6.382563469624819	2.5707970355857877e-05	0.0014427526025621	0.2916583322791995	0.0	False
NRIP1	15.713248251703083	2.5690768883877004e-05	0.0014426831433554	0.007190184069891	0.1494243255174168	False
SCYL2	8.030174302764708	2.5537606678402546e-05	0.0014427373954944	0.1850440279160679	0.0	False
SF3B1	69.30460830219245	2.5518072433993928e-05	0.0014424508070119	0.0946125884579157	0.5167453589067944	False
PTMA	93.46660313513182	2.550481967910769e-05	0.0014420083432603	0.812422354928906	0.9509702526742648	False
DYNC1H1	21.550664561671844	2.5492789682404055e-05	0.0014426241499516	0.0267644294889671	0.2850370135447255	False
ARHGEF7	11.719984818209848	2.543811294595317e-05	0.0014427153367577	0.0169542226207208	0.2305424704817613	False
IRF5	6.214332123561287	2.5278647310299916e-05	0.0014427489845597	0.2644234660315454	0.0	False
NT5E	2.4485068833570987	2.5123766374934176e-05	0.0014427841730752	0.2716549182734455	0.0	False
IQGAP1	14.37599247308784	2.4930343144587716e-05	0.0014426917911407	0.4304311292873843	0.802457469300438	False
MT-ATP8	81.17306896311649	2.4677742184431494e-05	0.0014425474834709	0.0663957200717494	0.4389772169154763	False
CLEC7A	27.32744600527727	2.4666141780213364e-05	0.0014426785382392	0.0085220981921662	0.1609057125416424	False
RASSF5	31.60265173658362	2.455664222417975e-05	0.0014425267416931	0.0802390887635215	0.4849541190848169	False
KCTD20	14.447232796155353	2.435314759313273e-05	0.001442671129658	0.0100693402518192	0.1759133747304585	False
SREK1	33.65909067827021	2.418797057662006e-05	0.0014426292871326	0.0249553492276696	0.274300880260802	False
OGA	42.91178217493946	2.408505385668718e-05	0.0014425855016608	0.2318881111782187	0.6613198240952878	False
LYN	34.42457774812701	2.4057615921557738e-05	0.0014425026024202	0.0979885442033879	0.5211568137268897	False
SAT1	61.6344503095249	2.402140409016554e-05	0.0014425300308189	0.2129800878891525	0.656474453987344	False
ADAM17	8.105782966874594	2.4017838203892915e-05	0.0014427235977776	0.4334082148438499	0.0	False
IVNS1ABP	24.613770369533725	2.3873631463445396e-05	0.0014426483569129	0.0263205640668706	0.28453579299099	False
SPIN1	6.064871266517849	2.3836454473391344e-05	0.0014427380918225	0.1843412364539799	0.0	False
AHCTF1	22.85176634561762	2.3770632744374855e-05	0.0014426213148301	0.0328016260295132	0.3101324477663124	False
MT-ND4L	72.93294595769264	2.327221854325021e-05	0.0014424368057196	0.0306593676469827	0.300666958560373	False
HLA-C	77.15561275670939	2.321326435898411e-05	0.0014426174439642	0.0359366265178442	0.3266875968663539	False
GPCPD1	37.7642397074257	2.311499488681048e-05	0.001442527031879	0.0545874281650146	0.4008615906998587	False
NCKAP1L	16.543769441769328	2.2951539639411743e-05	0.0014426656363335	0.0140048359619814	0.2087549747908802	False
STARD4	8.198590120534183	2.290004400472798e-05	0.0014427142709414	0.4070612552080989	0.793884150799053	False
SERPINB1	14.023248955733193	2.284287185070381e-05	0.0014426618368887	0.0156921020582482	0.2225578775788116	False
STK17B	49.03562643690305	2.28133169902246e-05	0.0014423842336083	0.1799535149576098	0.6329564966108996	False
CSGALNACT2	20.47601726675025	2.261743270198677e-05	0.0014426069416166	0.0453485863807948	0.3773803497556363	False
PHC2	11.093192204524623	2.2616452876442275e-05	0.0014426923783275	0.0054792689274765	0.1302190218980472	False
FAR1	18.509316425422323	2.257147883529573e-05	0.0014426264080729	0.094524265954579	0.5167453589067944	False
RBPJ	18.881057943406475	2.256884396156505e-05	0.0014426603563512	0.0166497665480068	0.2288123360395752	False
S1PR1	13.001676645549509	2.2422213429548144e-05	0.0014426836376738	0.8212040693464238	0.9513074142354432	False
EHD4	9.982221828374929	2.2385472871869615e-05	0.0014427043201468	0.3993795210254384	0.7920321109408802	False
JARID2	19.572090601794603	2.2312753897494422e-05	0.001442679677947	0.0092277762311395	0.168992779029734	False
PRPF40A	25.499987167169262	2.2277544459887128e-05	0.0014425775879701	0.0725405704473729	0.4678778113451586	False
PABPC1	103.56676106643135	2.2268737395209825e-05	0.0014422739915323	0.0209056680729609	0.2534642804610295	False
SLC35E1	7.085194619254828	2.2247193209100525e-05	0.001442716229039	0.1152857068468065	0.0	False
PLEKHB2	17.733630767978738	2.2141788157968808e-05	0.0014426243100241	0.0210201429154739	0.2534642804610295	False
RIOK3	28.284636670758744	2.2140273832946784e-05	0.0014425438402721	0.0918332280758102	0.5096317302555972	False
ZNF106	12.66749139280122	2.210424139355644e-05	0.0014426717954963	0.0119874317453233	0.1941434002147201	False
ZDHHC5	8.124159865703097	2.2066482516552465e-05	0.0014427076664386	0.4595706116518595	0.0	False
TMSB4X	97.95090558730038	2.2059644979303425e-05	0.0014423156664459	0.4996218940963459	0.8384240182100257	False
